********************************************************************************
LOGGING TIME: 20200927_150409
CLIENT IP: 192.168.1.102
USERNAME: nishanth
OS: Windows 10
ARCHITECTURE: x86
VERSION: 10.0
RESOLUTION: 1920.0 1080.0
********************************************************************************
MR, 1, 1602022801512
MM, 930, 700, 0
MM, 933, 698, 9
MM, 934, 698, 10
MM, 934, 698, 10
MM, 931, 698, 8
MM, 920, 698, 0
MM, 894, 698, 8
MM, 856, 696, 9
MM, 814, 690, 6
MM, 767, 681, 12
MM, 710, 664, 7
MM, 646, 647, 0
MM, 574, 621, 11
MM, 493, 595, 9
MM, 425, 575, 0
MM, 321, 548, 10
MM, 230, 526, 8
MM, 150, 513, 0
MM, 82, 508, 12
MM, 30, 506, 11
MM, -7, 506, 9
MM, -24, 506, 6
MM, -18, 506, 4
MM, -12, 507, 10
MM, -10, 509, 0
MM, -6, 510, 10
MM, -1, 510, 10
MM, 0, 511, 8
MM, 8, 481, 192
MM, 22, 446, 10
MM, 33, 417, 10
MM, 49, 388, 5
MM, 66, 355, 5
MM, 84, 325, 10
MM, 97, 296, 0
MM, 110, 270, 9
MM, 122, 247, 8
MM, 130, 229, 9
MM, 137, 213, 4
MM, 144, 199, 10
MM, 148, 187, 10
MM, 152, 175, 0
MM, 155, 165, 10
MM, 157, 159, 10
MM, 157, 155, 0
MM, 158, 154, 10
MM, 158, 153, 10
MM, 158, 153, 30
MM, 157, 153, 20
MM, 157, 153, 11
MM, 157, 153, 19
MM, 157, 153, 10
MM, 156, 154, 10
MM, 156, 157, 10
MM, 155, 164, 10
MM, 154, 176, 0
MM, 154, 194, 16
MM, 154, 222, 4
MM, 154, 246, 10
MM, 158, 262, 0
MM, 161, 272, 10
MM, 164, 278, 10
MM, 168, 284, 0
MM, 172, 287, 10
MM, 175, 289, 10
MM, 178, 291, 8
MM, 181, 292, 0
MM, 183, 292, 12
MM, 186, 293, 10
MM, 188, 293, 0
MM, 189, 293, 10
MM, 190, 293, 10
MM, 192, 293, 5
MM, 193, 292, 16
MM, 194, 292, 10
MM, 194, 291, 9
MM, 195, 291, 15
MP, 1, 175
MR, 1, 220
MC, 1, 0
MM, 187, 284, 130
MM, 187, 284, 1333
MM, 188, 284, 16
MM, 188, 283, 16
MM, 188, 283, 7
MM, 188, 279, 17
MM, 188, 274, 7
MM, 188, 274, 1273
MM, 188, 271, 8
MM, 189, 265, 8
MM, 191, 251, 0
MM, 194, 228, 8
MM, 205, 187, 8
MM, 219, 152, 8
MM, 249, 87, 16
MM, 262, 61, 8
MM, 273, 45, 0
MM, 283, 31, 8
MM, 295, 14, 8
MM, 303, 0, 8
MM, 312, -11, 8
MM, 318, -8, 8
MM, 323, -6, 8
MM, 327, -4, 8
MM, 329, -3, 8
MM, 331, -3, 0
MM, 333, -2, 8
MM, 335, -2, 9
MM, 336, -2, 8
MM, 337, -2, 8
MM, 339, -2, 8
MM, 339, -1, 8
MM, 340, -2, 0
MM, 340, -1, 8
MM, 340, 0, 8
MM, 340, -1, 16
MM, 341, 0, 8
MM, 341, -1, 8
MM, 342, 0, 8
MM, 344, -1, 8
MM, 347, 0, 0
MM, 352, 0, 8
MM, 359, 0, 8
MM, 367, 1, 8
MM, 375, 2, 8
MM, 383, 3, 8
MM, 392, 6, 8
MM, 399, 8, 8
MM, 408, 9, 0
MM, 416, 12, 8
MM, 423, 12, 8
MM, 432, 14, 8
MM, 444, 17, 8
MM, 454, 19, 8
MM, 463, 21, 8
MM, 470, 22, 0
MM, 479, 24, 8
MM, 484, 27, 8
MM, 490, 28, 8
MM, 497, 29, 8
MM, 501, 31, 8
MM, 505, 33, 8
MM, 508, 35, 8
MM, 512, 37, 8
MM, 514, 39, 0
MM, 515, 40, 8
MM, 517, 41, 8
MM, 518, 43, 8
MM, 519, 44, 8
MM, 519, 44, 8
MM, 519, 45, 8
MM, 519, 46, 8
MM, 520, 47, 0
MM, 520, 47, 8
MM, 520, 48, 8
MM, 520, 49, 8
MM, 520, 49, 8
MM, 521, 51, 8
MM, 522, 52, 8
MM, 522, 53, 8
MM, 522, 55, 8
MM, 524, 57, 0
MM, 525, 58, 8
MM, 526, 60, 8
MM, 527, 62, 8
MM, 529, 64, 8
MM, 529, 64, 8
MM, 530, 65, 8
MM, 531, 65, 8
MM, 531, 66, 8
MM, 532, 66, 8
MM, 533, 66, 8
MM, 534, 66, 8
MM, 536, 66, 8
MM, 538, 66, 8
MM, 539, 67, 0
MM, 542, 67, 8
MM, 545, 67, 8
MM, 549, 68, 8
MM, 550, 69, 8
MM, 553, 70, 8
MM, 555, 70, 8
MM, 557, 71, 8
MM, 559, 71, 8
MM, 561, 71, 0
MM, 561, 71, 8
MM, 562, 71, 8
MM, 563, 71, 8
MM, 563, 71, 8
MM, 565, 71, 8
MM, 566, 71, 8
MM, 566, 71, 8
MM, 567, 71, 0
MM, 569, 71, 8
MM, 569, 71, 8
MM, 570, 71, 16
MM, 571, 71, 8
MM, 571, 71, 8
MP, 1, 184
MR, 1, 218
MC, 1, 0
MM, 591, 70, 555
MM, 632, 70, 8
MM, 670, 70, 0
MM, 715, 73, 8
MM, 757, 77, 9
MM, 807, 89, 7
MM, 865, 105, 9
MM, 927, 130, 8
MM, 986, 157, 8
MM, 1046, 190, 7
MM, 1103, 230, 0
MM, 1161, 267, 8
MM, 1210, 311, 8
MM, 1258, 353, 8
MM, 1296, 395, 8
MM, 1333, 437, 8
MM, 1364, 469, 8
MM, 1388, 498, 8
MM, 1405, 517, 0
MM, 1416, 528, 8
MM, 1423, 538, 9
MM, 1428, 546, 11
MM, 1430, 550, 3
MM, 1431, 552, 8
MM, 1431, 553, 8
MM, 1432, 554, 8
MM, 1432, 555, 8
MM, 1431, 556, 8
MM, 1431, 556, 0
MM, 1430, 557, 8
MM, 1429, 558, 8
MM, 1427, 558, 8
MM, 1424, 559, 8
MM, 1423, 559, 8
MM, 1420, 559, 8
MM, 1417, 560, 8
MM, 1416, 560, 0
MM, 1412, 561, 8
MM, 1409, 561, 8
MM, 1406, 561, 8
MM, 1402, 561, 8
MM, 1394, 562, 8
MM, 1382, 562, 8
MM, 1371, 564, 8
MM, 1350, 565, 0
MM, 1324, 569, 8
MM, 1303, 570, 9
MM, 1279, 575, 8
MM, 1260, 578, 8
MM, 1244, 581, 8
MM, 1227, 585, 8
MM, 1212, 588, 8
MM, 1196, 591, 0
MM, 1183, 595, 8
MM, 1169, 599, 8
MM, 1157, 604, 8
MM, 1145, 607, 8
MM, 1137, 611, 8
MM, 1130, 613, 8
MM, 1125, 615, 8
MM, 1119, 618, 0
MM, 1113, 620, 8
MM, 1108, 621, 8
MM, 1102, 624, 8
MM, 1099, 625, 8
MM, 1095, 626, 10
MM, 1094, 627, 2
MM, 1092, 627, 8
MM, 1091, 627, 8
MM, 1090, 627, 16
MM, 1089, 627, 8
MM, 1089, 627, 32
MM, 1089, 627, 16
MM, 1090, 627, 8
MM, 1090, 626, 8
MM, 1090, 625, 16
MM, 1091, 625, 16
MM, 1091, 625, 40
MM, 1091, 625, 8
MM, 1090, 626, 8
MM, 1089, 627, 8
MM, 1086, 627, 8
MM, 1084, 629, 8
MM, 1082, 631, 0
MM, 1078, 633, 8
MM, 1075, 635, 8
MM, 1069, 638, 8
MM, 1065, 641, 8
MM, 1056, 644, 9
MM, 1047, 648, 8
MM, 1039, 650, 0
MM, 1030, 654, 8
MM, 1022, 657, 8
MM, 1015, 659, 8
MM, 1008, 663, 8
MM, 999, 665, 8
MM, 992, 669, 8
MM, 985, 671, 8
MM, 979, 675, 0
MM, 973, 677, 8
MM, 970, 679, 8
MM, 966, 681, 8
MM, 964, 683, 8
MM, 963, 683, 8
MM, 960, 684, 8
MM, 963, 708, 291
MM, 974, 751, 7
MM, 987, 789, 9
MM, 995, 826, 7
MM, 1003, 856, 8
MM, 1010, 883, 8
MM, 1014, 903, 8
MM, 1016, 918, 8
MM, 1018, 930, 6
MM, 1023, 942, 1
MM, 1023, 952, 8
MM, 1023, 959, 9
MM, 1023, 964, 8
MM, 1023, 968, 8
MM, 1022, 970, 8
MM, 1021, 971, 8
MM, 1021, 972, 0
MM, 1019, 973, 7
MM, 1019, 977, 235
MM, 1019, 980, 8
MM, 1019, 986, 8
MM, 1020, 988, 8
MM, 1020, 991, 8
MM, 1021, 994, 0
MM, 1021, 996, 8
MM, 1021, 998, 8
MM, 1021, 1000, 8
MM, 1021, 1001, 9
MM, 1021, 1002, 7
MM, 1021, 1003, 8
MM, 1021, 1004, 8
MM, 1020, 1006, 0
MM, 1020, 1007, 8
MM, 1018, 1009, 8
MM, 1014, 1012, 9
MM, 1007, 1015, 8
MM, 1000, 1017, 8
MM, 988, 1018, 7
MM, 976, 1020, 8
MM, 959, 1019, 8
MM, 944, 1018, 0
MM, 928, 1018, 8
MM, 911, 1016, 9
MM, 894, 1017, 7
MM, 878, 1017, 8
MM, 859, 1020, 8
MM, 842, 1023, 9
MM, 825, 1028, 7
MM, 810, 1032, 0
MM, 798, 1037, 8
MM, 784, 1041, 8
MM, 774, 1043, 9
MM, 763, 1046, 8
MM, 756, 1047, 8
MM, 751, 1048, 7
MM, 745, 1049, 8
MM, 742, 1050, 0
MM, 739, 1050, 8
MM, 737, 1050, 8
MM, 736, 1050, 8
MM, 735, 1050, 9
MM, 734, 1050, 8
MM, 734, 1050, 7
MM, 733, 1050, 17
MM, 733, 1050, 23
MM, 733, 1050, 24
MM, 733, 1049, 9
MM, 733, 1048, 40
MM, 733, 1048, 15
MM, 733, 1047, 17
MM, 733, 1046, 16
MM, 733, 1045, 16
MM, 732, 1045, 31
MM, 732, 1035, 883
MM, 729, 1018, 0
MM, 727, 1005, 8
MM, 724, 993, 9
MM, 721, 984, 7
MM, 720, 979, 9
MM, 718, 975, 7
MM, 718, 973, 8
MM, 717, 971, 8
MM, 717, 971, 0
MM, 716, 970, 8
MM, 716, 969, 8
MM, 715, 968, 17
MM, 714, 968, 48
MM, 714, 968, 72
MM, 714, 968, 47
MM, 715, 968, 8
MM, 718, 968, 16
MM, 722, 968, 8
MM, 728, 967, 0
MM, 735, 965, 8
MM, 746, 964, 8
MM, 759, 963, 9
MM, 774, 960, 8
MM, 788, 959, 8
MM, 800, 956, 7
MM, 807, 955, 9
MM, 815, 955, 6
MM, 820, 955, 0
MM, 825, 955, 9
MM, 830, 955, 8
MM, 834, 955, 8
MM, 838, 956, 8
MM, 841, 956, 8
MM, 846, 957, 8
MM, 849, 958, 8
MM, 853, 959, 0
MM, 854, 959, 8
MM, 857, 959, 8
MM, 858, 960, 8
MM, 860, 960, 8
MM, 862, 960, 8
MM, 862, 960, 8
MM, 863, 960, 8
MM, 864, 960, 8
MM, 865, 960, 0
MM, 865, 960, 16
MM, 866, 960, 8
MM, 867, 960, 8
MM, 867, 960, 8
MM, 868, 960, 8
MM, 869, 960, 8
MM, 869, 959, 0
MM, 870, 959, 16
MM, 870, 959, 17
MM, 871, 959, 8
MP, 1, 232
MR, 1, 209
MC, 1, 0
MM, 855, 970, 653
MM, 827, 992, 8
MM, 806, 1010, 0
MM, 790, 1024, 8
MM, 778, 1035, 8
MM, 768, 1043, 8
MM, 759, 1049, 8
MM, 750, 1055, 8
MM, 741, 1063, 8
MM, 730, 1065, 8
MM, 723, 1069, 8
MM, 717, 1072, 8
MM, 712, 1075, 0
MM, 706, 1077, 8
MM, 702, 1078, 8
MM, 698, 1079, 8
MM, 695, 1079, 8
MM, 692, 1079, 9
MM, 690, 1080, 7
MM, 688, 1079, 8
MM, 688, 1079, 0
MM, 687, 1079, 21
MM, 686, 1079, 11
MM, 686, 1079, 56
MM, 686, 1079, 8
MM, 686, 1078, 7
MM, 687, 1078, 9
MM, 687, 1077, 8
MM, 688, 1077, 7
MM, 689, 1076, 0
MM, 690, 1076, 8
MM, 690, 1075, 8
MM, 691, 1075, 8
MM, 693, 1074, 9
MM, 693, 1073, 8
MM, 694, 1072, 15
MM, 695, 1072, 10
MM, 695, 1072, 8
MM, 695, 1072, 16
MM, 696, 1072, 16
MM, 696, 1071, 0
MM, 697, 1071, 8
MM, 697, 1070, 8
MM, 698, 1070, 8
MM, 700, 1068, 8
MM, 704, 1064, 8
MM, 709, 1059, 8
MM, 715, 1054, 8
MM, 718, 1050, 0
MM, 722, 1047, 8
MM, 725, 1044, 8
MM, 730, 1042, 8
MM, 731, 1039, 8
MM, 733, 1037, 8
MM, 735, 1036, 8
MM, 736, 1036, 8
MM, 736, 1035, 0
MM, 737, 1035, 16
MM, 738, 1035, 16
MM, 738, 1034, 8
MM, 739, 1034, 16
MM, 735, 1035, 714
MM, 728, 1037, 8
MM, 718, 1039, 8
MM, 710, 1041, 8
MM, 702, 1042, 0
MM, 697, 1042, 8
MM, 691, 1043, 8
MM, 687, 1043, 8
MM, 684, 1044, 8
MM, 681, 1044, 8
MM, 679, 1044, 8
MM, 677, 1044, 8
MM, 675, 1044, 8
MM, 674, 1044, 8
MM, 674, 1044, 18
MM, 673, 1044, 16
MM, 673, 1044, 120
MM, 673, 1044, 24
MM, 673, 1044, 9
MM, 673, 1044, 24
MM, 674, 1044, 47
MM, 674, 1043, 8
MM, 675, 1042, 25
MM, 676, 1042, 16
MM, 676, 1042, 7
MM, 676, 1042, 8
MM, 676, 1041, 8
MM, 677, 1041, 8
MM, 678, 1041, 18
MM, 678, 1041, 16
MM, 679, 1040, 0
MM, 680, 1040, 8
MM, 680, 1040, 16
MM, 681, 1040, 8
MM, 682, 1040, 8
MM, 683, 1040, 8
MM, 683, 1040, 8
MM, 684, 1040, 8
MM, 685, 1040, 8
MM, 685, 1040, 8
MM, 686, 1040, 8
MM, 687, 1040, 8
MM, 688, 1040, 8
MM, 688, 1040, 16
MM, 689, 1040, 0
MM, 690, 1040, 8
MM, 690, 1040, 8
MM, 691, 1039, 8
MM, 692, 1039, 16
MM, 693, 1039, 8
MM, 693, 1039, 0
MM, 694, 1039, 8
MM, 695, 1039, 16
MM, 695, 1039, 16
MM, 696, 1039, 16
MM, 697, 1039, 16
MM, 698, 1039, 24
MM, 698, 1038, 80
MM, 698, 1038, 8
MM, 698, 1037, 8
MM, 696, 1035, 8
MM, 692, 1029, 8
MM, 685, 1020, 8
MM, 676, 1008, 8
MM, 662, 993, 8
MM, 651, 980, 0
MM, 640, 969, 8
MM, 632, 960, 8
MM, 626, 954, 8
MM, 621, 949, 8
MM, 620, 948, 8
MM, 617, 946, 8
MM, 616, 945, 8
MM, 615, 944, 0
MM, 615, 944, 16
MM, 615, 943, 14
MM, 615, 943, 32
MP, 1, 170
MR, 1, 217
MC, 1, 0
MM, 629, 940, 328
MM, 660, 930, 7
MM, 692, 916, 9
MM, 724, 902, 7
MM, 757, 883, 8
MM, 790, 865, 0
MM, 823, 848, 8
MM, 860, 827, 8
MM, 896, 805, 9
MM, 933, 783, 8
MM, 973, 759, 8
MM, 1014, 734, 7
MM, 1061, 701, 8
MM, 1112, 664, 0
MM, 1161, 626, 8
MM, 1202, 591, 10
MM, 1242, 554, 8
MM, 1274, 524, 8
MM, 1301, 495, 8
MM, 1320, 476, 8
MM, 1335, 457, 0
MM, 1346, 448, 8
MM, 1354, 440, 8
MM, 1360, 435, 8
MM, 1362, 433, 8
MM, 1363, 433, 8
MM, 1364, 432, 8
MM, 1365, 432, 8
MM, 1365, 432, 24
MM, 1364, 432, 8
MM, 1362, 432, 8
MM, 1359, 431, 8
MM, 1355, 430, 8
MM, 1346, 426, 9
MM, 1338, 424, 5
MM, 1326, 420, 0
MM, 1315, 414, 8
MM, 1303, 410, 9
MM, 1291, 405, 8
MM, 1280, 401, 8
MM, 1267, 398, 8
MM, 1251, 395, 7
MM, 1236, 393, 8
MM, 1220, 390, 0
MM, 1204, 387, 8
MM, 1191, 386, 8
MM, 1176, 383, 9
MM, 1162, 382, 8
MM, 1152, 382, 8
MM, 1142, 380, 8
MM, 1134, 380, 7
MM, 1127, 380, 8
MM, 1119, 380, 0
MM, 1113, 381, 9
MM, 1106, 381, 8
MM, 1101, 382, 7
MM, 1095, 384, 9
MM, 1090, 386, 8
MM, 1086, 387, 0
MM, 1084, 389, 9
MM, 1082, 391, 8
MM, 1080, 391, 8
MM, 1079, 391, 8
MM, 1078, 391, 16
MM, 1077, 391, 16
MM, 1077, 391, 32
MM, 1066, 399, 312
MM, 1042, 414, 0
MM, 1020, 424, 8
MM, 998, 434, 8
MM, 980, 440, 8
MM, 962, 446, 8
MM, 943, 449, 8
MM, 924, 452, 8
MM, 892, 456, 8
MM, 857, 460, 8
MM, 819, 460, 0
MM, 782, 460, 8
MM, 748, 460, 8
MM, 714, 460, 8
MM, 683, 460, 8
MM, 655, 460, 8
MM, 631, 461, 8
MM, 610, 461, 8
MM, 592, 463, 0
MM, 573, 464, 8
MM, 558, 465, 8
MM, 544, 465, 8
MM, 532, 465, 8
MM, 522, 465, 8
MM, 515, 465, 8
MM, 510, 465, 0
MM, 504, 465, 8
MM, 501, 464, 8
MM, 499, 464, 8
MM, 496, 463, 8
MM, 495, 463, 8
MM, 494, 463, 8
MM, 493, 463, 16
MM, 493, 463, 8
MM, 492, 463, 24
MM, 491, 463, 16
MM, 490, 463, 8
MM, 490, 463, 8
MM, 488, 462, 0
MM, 485, 462, 8
MM, 482, 461, 8
MM, 478, 460, 8
MM, 475, 459, 8
MM, 470, 458, 8
MM, 466, 457, 8
MM, 462, 456, 8
MM, 458, 454, 0
MM, 454, 453, 8
MM, 449, 451, 8
MM, 442, 450, 8
MM, 434, 446, 8
MM, 424, 443, 8
MM, 412, 441, 8
MM, 400, 437, 8
MM, 389, 434, 0
MM, 379, 432, 8
MM, 372, 430, 8
MM, 365, 428, 8
MM, 359, 426, 8
MM, 354, 425, 8
MM, 350, 425, 9
MM, 346, 425, 7
MM, 344, 424, 0
MM, 341, 424, 8
MM, 339, 423, 8
MM, 338, 423, 8
MM, 335, 423, 8
MM, 334, 422, 8
MM, 333, 422, 8
MM, 331, 421, 8
MM, 330, 421, 0
MM, 330, 421, 8
MM, 329, 421, 16
MM, 328, 420, 16
MM, 327, 420, 24
MM, 327, 419, 16
MM, 327, 419, 16
MM, 327, 419, 8
MM, 326, 419, 8
MM, 325, 419, 1
MM, 324, 418, 8
MM, 321, 418, 8
MM, 317, 417, 8
MM, 315, 417, 8
MM, 311, 417, 8
MM, 309, 417, 8
MM, 305, 417, 8
MM, 303, 417, 0
MM, 301, 416, 8
MM, 299, 416, 8
MM, 297, 416, 8
MM, 296, 415, 8
MM, 295, 415, 8
MM, 293, 415, 8
MM, 292, 414, 8
MM, 291, 414, 0
MM, 290, 414, 8
MM, 289, 414, 8
MM, 289, 414, 8
MM, 288, 414, 8
MM, 286, 414, 8
MM, 286, 413, 8
MM, 285, 413, 8
MM, 284, 413, 8
MM, 284, 413, 0
MM, 283, 413, 8
MM, 282, 412, 8
MM, 281, 412, 8
MM, 281, 412, 8
MM, 280, 412, 16
MM, 279, 412, 8
MM, 279, 412, 0
MM, 278, 412, 8
MM, 277, 412, 8
MM, 276, 412, 16
MM, 276, 412, 8
MM, 276, 412, 16
MM, 276, 412, 56
MM, 276, 412, 8
MM, 281, 412, 0
MM, 291, 410, 8
MM, 311, 409, 8
MM, 358, 400, 8
MM, 411, 391, 8
MM, 461, 379, 8
MM, 517, 372, 8
MM, 570, 363, 0
MM, 628, 359, 8
MM, 687, 351, 8
MM, 749, 349, 8
MM, 810, 349, 8
MM, 871, 349, 8
MM, 929, 353, 8
MM, 982, 362, 8
MM, 1031, 369, 8
MM, 1075, 380, 0
MM, 1110, 394, 8
MM, 1133, 406, 8
MM, 1150, 417, 8
MM, 1167, 436, 8
MM, 1180, 459, 8
MM, 1189, 487, 8
MM, 1196, 514, 8
MM, 1202, 547, 0
MM, 1206, 579, 8
MM, 1207, 610, 13
MM, 1207, 642, 2
MM, 1205, 663, 8
MM, 1202, 686, 8
MM, 1198, 702, 8
MM, 1192, 718, 8
MM, 1185, 732, 8
MM, 1178, 744, 0
MM, 1169, 755, 8
MM, 1161, 761, 8
MM, 1152, 765, 8
MM, 1143, 766, 8
MM, 1129, 780, 210
MM, 1104, 799, 8
MM, 1089, 810, 8
MM, 1074, 824, 8
MM, 1059, 836, 8
MM, 1038, 852, 8
MM, 1017, 868, 0
MM, 999, 880, 8
MM, 985, 892, 8
MM, 964, 906, 8
MM, 947, 917, 8
MM, 931, 926, 8
MM, 912, 935, 8
MM, 892, 947, 0
MM, 873, 956, 8
MM, 853, 968, 8
MM, 837, 975, 8
MM, 824, 982, 8
MM, 810, 989, 8
MM, 797, 996, 8
MM, 787, 1000, 8
MM, 778, 1005, 0
MM, 772, 1007, 8
MM, 766, 1011, 8
MM, 764, 1012, 8
MM, 760, 1014, 8
MM, 758, 1016, 8
MM, 756, 1018, 8
MM, 754, 1019, 8
MM, 754, 1020, 8
MM, 752, 1020, 0
MM, 750, 1021, 8
MM, 750, 1022, 8
MM, 747, 1023, 8
MM, 746, 1023, 8
MM, 746, 1023, 8
MM, 745, 1023, 8
MM, 745, 1024, 8
MM, 744, 1024, 8
MM, 744, 1024, 16
MM, 743, 1024, 16
MM, 741, 1024, 8
MM, 739, 1024, 8
MM, 736, 1024, 8
MM, 731, 1024, 0
MM, 723, 1024, 8
MM, 713, 1024, 8
MM, 703, 1024, 8
MM, 689, 1024, 10
MM, 678, 1024, 5
MM, 661, 1022, 8
MM, 641, 1022, 8
MM, 607, 1022, 8
MM, 572, 1023, 0
MM, 538, 1023, 8
MM, 510, 1023, 8
MM, 482, 1023, 8
MM, 461, 1021, 8
MM, 444, 1020, 8
MM, 418, 1018, 8
MM, 402, 1017, 8
MM, 390, 1015, 0
MM, 378, 1015, 8
MM, 372, 1015, 8
MM, 365, 1015, 8
MM, 361, 1015, 8
MM, 357, 1015, 8
MM, 356, 1015, 8
MM, 355, 1015, 0
MM, 354, 1015, 8
MM, 354, 1015, 16
MM, 354, 1015, 50
MM, 354, 1015, 16
MM, 355, 1015, 16
MM, 355, 1015, 20
MM, 356, 1015, 6
MM, 356, 1016, 8
MM, 357, 1016, 8
MM, 358, 1016, 0
MM, 359, 1016, 17
MM, 360, 1016, 7
MM, 360, 1016, 9
MM, 361, 1016, 7
MM, 362, 1016, 8
MM, 363, 1016, 16
MM, 363, 1017, 0
MM, 373, 1019, 2865
MM, 393, 1019, 8
MM, 425, 1016, 8
MM, 454, 1005, 8
MM, 483, 989, 8
MM, 510, 972, 0
MM, 546, 941, 8
MM, 585, 902, 8
MM, 621, 857, 8
MM, 663, 802, 8
MM, 703, 744, 8
MM, 746, 683, 8
MM, 790, 622, 8
MM, 830, 561, 0
MM, 873, 506, 8
MM, 911, 461, 8
MM, 944, 425, 8
MM, 977, 395, 8
MM, 1008, 372, 8
MM, 1034, 359, 8
MM, 1053, 350, 8
MM, 1071, 342, 0
MM, 1089, 336, 8
MM, 1104, 333, 8
MM, 1119, 329, 8
MM, 1134, 328, 8
MM, 1149, 328, 8
MM, 1161, 328, 8
MM, 1175, 329, 8
MM, 1185, 333, 0
MM, 1195, 336, 8
MM, 1201, 340, 8
MM, 1209, 343, 8
MM, 1216, 348, 8
MM, 1222, 352, 8
MM, 1226, 355, 8
MM, 1231, 358, 8
MM, 1235, 361, 0
MM, 1237, 363, 8
MM, 1239, 366, 8
MM, 1240, 368, 8
MM, 1243, 370, 8
MM, 1244, 371, 8
MM, 1246, 373, 8
MM, 1248, 375, 8
MM, 1248, 377, 8
MM, 1249, 379, 0
MM, 1249, 381, 8
MM, 1249, 384, 8
MM, 1249, 388, 10
MM, 1249, 390, 3
MM, 1247, 394, 9
MM, 1243, 399, 8
MM, 1237, 405, 8
MM, 1228, 411, 8
MM, 1220, 418, 8
MM, 1211, 424, 0
MM, 1205, 429, 8
MM, 1198, 433, 8
MM, 1192, 438, 8
MM, 1184, 441, 8
MM, 1178, 446, 8
MM, 1171, 451, 7
MM, 1163, 455, 9
MM, 1157, 460, 0
MM, 1151, 464, 8
MM, 1146, 467, 8
MM, 1143, 468, 8
MM, 1140, 471, 8
MM, 1138, 473, 8
MM, 1137, 475, 8
MM, 1135, 476, 8
MM, 1134, 476, 8
MM, 1134, 476, 0
MM, 1133, 476, 9
MM, 1133, 476, 16
MM, 1133, 477, 120
MM, 1133, 478, 8
MM, 1132, 478, 8
MM, 1131, 479, 0
MM, 1131, 479, 8
MM, 1130, 480, 8
MM, 1129, 481, 8
MM, 1128, 481, 8
MM, 1128, 482, 16
MM, 1127, 483, 8
MM, 1126, 484, 0
MM, 1126, 484, 14
MM, 1125, 485, 0
MM, 1124, 486, 8
MM, 1123, 486, 8
MM, 1123, 486, 8
MM, 1121, 487, 8
MM, 1120, 488, 8
MM, 1120, 489, 8
MM, 1119, 489, 8
MM, 1118, 489, 0
MM, 1118, 490, 8
MM, 1118, 490, 16
MM, 1118, 490, 8
MM, 1118, 490, 8
MM, 1118, 489, 8
MM, 1118, 487, 8
MM, 1118, 487, 0
MM, 1118, 486, 8
MM, 1118, 485, 8
MM, 1118, 485, 8
MM, 1118, 484, 8
MM, 1119, 483, 8
MM, 1119, 482, 8
MM, 1120, 482, 8
MM, 1120, 481, 0
MM, 1120, 480, 8
MM, 1120, 479, 8
MM, 1120, 479, 8
MM, 1120, 477, 8
MM, 1120, 477, 8
MM, 1120, 476, 8
MM, 1120, 475, 8
MM, 1120, 474, 0
MM, 1120, 474, 8
MM, 1120, 473, 16
MM, 1120, 472, 24
MM, 1120, 472, 8
MM, 1120, 471, 16
MM, 1121, 470, 16
MM, 1121, 469, 8
MM, 1121, 469, 8
MM, 1122, 468, 8
MM, 1122, 467, 0
MM, 1122, 467, 16
MM, 1123, 466, 8
MM, 1124, 465, 8
MM, 1126, 462, 8
MM, 1129, 457, 8
MM, 1135, 448, 8
MM, 1142, 434, 8
MM, 1154, 418, 0
MM, 1174, 390, 8
MM, 1196, 362, 8
MM, 1217, 337, 8
MM, 1239, 312, 8
MM, 1263, 293, 8
MM, 1286, 270, 8
MM, 1314, 250, 8
MM, 1338, 234, 8
MM, 1361, 219, 0
MM, 1379, 207, 8
MM, 1395, 198, 8
MM, 1409, 188, 8
MM, 1420, 181, 8
MM, 1426, 176, 8
MM, 1433, 173, 8
MM, 1437, 171, 8
MM, 1440, 169, 0
MM, 1444, 168, 8
MM, 1445, 168, 8
MM, 1447, 167, 8
MM, 1448, 167, 8
MM, 1449, 167, 10
MM, 1449, 166, 64
MM, 1449, 166, 8
MM, 1449, 165, 8
MM, 1450, 165, 8
MM, 1450, 165, 8
MM, 1451, 164, 8
MM, 1451, 164, 16
MM, 1451, 163, 0
MM, 1452, 163, 8
MM, 1452, 163, 8
MM, 1453, 162, 16
MM, 1454, 162, 16
MM, 1454, 162, 8
MM, 1455, 162, 8
MM, 1456, 162, 0
MM, 1456, 162, 8
MM, 1457, 162, 8
MM, 1458, 162, 8
MM, 1459, 163, 8
MM, 1460, 163, 8
MM, 1461, 164, 8
MM, 1462, 164, 8
MM, 1462, 165, 0
MM, 1464, 166, 8
MM, 1464, 167, 8
MM, 1465, 167, 8
MM, 1466, 167, 8
MM, 1466, 168, 8
MM, 1467, 169, 8
MM, 1467, 169, 8
MM, 1467, 170, 8
MM, 1468, 170, 8
MM, 1468, 170, 8
MM, 1469, 171, 16
MM, 1469, 172, 8
MM, 1469, 172, 8
MM, 1469, 173, 0
MM, 1469, 174, 8
MM, 1469, 174, 8
MM, 1469, 176, 8
MM, 1469, 177, 8
MM, 1469, 177, 8
MM, 1468, 178, 8
MM, 1468, 179, 8
MM, 1468, 180, 0
MM, 1468, 180, 8
MM, 1467, 180, 8
MM, 1467, 181, 16
MM, 1467, 182, 10
MM, 1467, 182, 16
MP, 1, 394
MR, 1, 216
MC, 1, 0
MM, 1433, 200, 352
MM, 1377, 226, 0
MM, 1317, 259, 8
MM, 1255, 286, 8
